District,Irrigation_Type,GW_Dependency_Ratio,GW_Trend_m_per_yr,Forecast_Horizon,Season,Predicted_GW_Depth_m,GW_Severity,Leading_Current_Crop,Top_Recommended_Crop,Rice_Viable,Viable_Crops_Ranked,Leading_Crop_Water_Req_Lkg,Recommended_Water_Req_Lkg,Potential_Water_Saving_pct,Rice_Attr_Weight,Dominant_Stress_Crop,CWSI
Vellore,Groundwater-dependent,1.0,-0.175,3yr,Kuruvai,5.51,Stable/recovering,Groundnut,Bajra,True,Bajra(0.255) > Jowar(0.273) > Groundnut(0.309) > Maize(0.389) > Rice(0.594),1000,400,60.0,0.4343,Rice,1482.5
Vellore,Groundwater-dependent,1.0,-0.175,5yr,Samba,5.42,Stable/recovering,Groundnut,Bajra,True,Bajra(0.266) > Jowar(0.284) > Groundnut(0.320) > Maize(0.401) > Rice(0.605),1000,400,60.0,0.4343,Rice,1482.5
Vellore,Groundwater-dependent,1.0,-0.175,5yr,Kuruvai,5.42,Stable/recovering,Groundnut,Bajra,True,Bajra(0.255) > Jowar(0.273) > Groundnut(0.309) > Maize(0.389) > Rice(0.594),1000,400,60.0,0.4343,Rice,1482.5
Villupuram,Groundwater-dependent,0.849,-0.134,1yr,Samba,4.85,Stable/recovering,Rice,Groundnut,True,Groundnut(0.281) > Bajra(0.281) > Jowar(0.292) > Maize(0.364) > Rice(0.461),2500,1000,60.0,0.0,Bajra,2048.7
Villupuram,Groundwater-dependent,0.849,-0.134,1yr,Kuruvai,4.85,Stable/recovering,Rice,Groundnut,True,Groundnut(0.290) > Bajra(0.291) > Jowar(0.302) > Maize(0.374) > Rice(0.470),2500,1000,60.0,0.0,Bajra,2048.7
Villupuram,Groundwater-dependent,0.849,-0.134,3yr,Samba,4.82,Stable/recovering,Rice,Groundnut,True,Groundnut(0.281) > Bajra(0.281) > Jowar(0.292) > Maize(0.364) > Rice(0.461),2500,1000,60.0,0.0,Bajra,2048.7
Villupuram,Groundwater-dependent,0.849,-0.134,3yr,Kuruvai,4.82,Stable/recovering,Rice,Groundnut,True,Groundnut(0.290) > Bajra(0.291) > Jowar(0.302) > Maize(0.374) > Rice(0.470),2500,1000,60.0,0.0,Bajra,2048.7
Villupuram,Groundwater-dependent,0.849,-0.134,5yr,Samba,4.86,Stable/recovering,Rice,Groundnut,True,Groundnut(0.281) > Bajra(0.281) > Jowar(0.292) > Maize(0.364) > Rice(0.461),2500,1000,60.0,0.0,Bajra,2048.7
Villupuram,Groundwater-dependent,0.849,-0.134,5yr,Kuruvai,4.86,Stable/recovering,Rice,Groundnut,True,Groundnut(0.290) > Bajra(0.291) > Jowar(0.302) > Maize(0.374) > Rice(0.470),2500,1000,60.0,0.0,Bajra,2048.7
Virudhunagar,Mixed,0.549,-0.771,1yr,Samba,7.94,Stable/recovering,Maize,Bajra,True,Bajra(0.200) > Groundnut(0.257) > Maize(0.274) > Jowar(0.364) > Rice(0.430),1200,400,66.7,0.0,Jowar,1554.4
Virudhunagar,Mixed,0.549,-0.771,1yr,Kuruvai,7.94,Stable/recovering,Maize,Bajra,True,Bajra(0.219) > Groundnut(0.276) > Maize(0.293) > Jowar(0.384) > Rice(0.449),1200,400,66.7,0.0,Jowar,1554.4
Virudhunagar,Mixed,0.549,-0.771,3yr,Samba,7.97,Stable/recovering,Maize,Bajra,True,Bajra(0.200) > Groundnut(0.257) > Maize(0.274) > Jowar(0.364) > Rice(0.430),1200,400,66.7,0.0,Jowar,1554.4
Virudhunagar,Mixed,0.549,-0.771,3yr,Kuruvai,7.97,Stable/recovering,Maize,Bajra,True,Bajra(0.219) > Groundnut(0.276) > Maize(0.293) > Jowar(0.384) > Rice(0.449),1200,400,66.7,0.0,Jowar,1554.4
Virudhunagar,Mixed,0.549,-0.771,5yr,Samba,7.96,Stable/recovering,Maize,Bajra,True,Bajra(0.200) > Groundnut(0.257) > Maize(0.274) > Jowar(0.364) > Rice(0.430),1200,400,66.7,0.0,Jowar,1554.4
Virudhunagar,Mixed,0.549,-0.771,5yr,Kuruvai,7.96,Stable/recovering,Maize,Bajra,True,Bajra(0.219) > Groundnut(0.276) > Maize(0.293) > Jowar(0.384) > Rice(0.449),1200,400,66.7,0.0,Jowar,1554.4
